 first_second    radius    angle_t1    angle_t2    angle_p1    angle_p2    correct_direction    Response    C_I_M    start_trial    presentation_checkboard_time    presentation_target_time    start_delay    end_delay    presentation_probe_time    response_time  
 2.0    14.0    349.0    325.0    348.0    331.0    1.0    1.0    0.0    142.865    142.865    149.005    149.489    152.491    152.491    153.828  
 1.0    14.0    280.0    282.0    283.0    277.0    1.0    1.0    0.0    158.538    158.538    158.998    159.466    162.501    162.501    163.668  
 2.0    14.0    280.0    282.0    283.0    277.0    -1.0    -1.0    0.0    158.538    158.538    164.369    164.7    167.872    167.872    168.805  
 1.0    14.0    123.0    149.0    127.0    152.0    -1.0    1.0    1.0    174.035    174.035    174.29    174.774    177.793    177.793    179.413  
 2.0    14.0    123.0    149.0    127.0    152.0    -1.0    0.0    999.0    174.035    174.035    179.63    179.961    183.132    183.132    0.0  
 1.0    14.0    140.0    138.0    134.0    148.0    1.0    1.0    0.0    189.989    189.989    190.455    190.786    193.957    193.957    194.891  
 2.0    14.0    140.0    138.0    134.0    148.0    -1.0    -1.0    0.0    189.989    189.989    196.059    196.39    199.561    199.561    200.109  
 1.0    14.0    71.0    30.0    73.0    33.0    1.0    -1.0    1.0    205.911    205.911    206.383    206.864    209.886    209.886    210.803  
 2.0    14.0    71.0    30.0    73.0    33.0    1.0    -1.0    1.0    205.911    205.911    211.97    212.302    215.472    215.472    216.204  
 1.0    14.0    250.0    241.0    244.0    240.0    1.0    1.0    0.0    221.104    221.104    221.407    221.891    224.91    224.91    226.528  
 2.0    14.0    250.0    241.0    244.0    240.0    1.0    0.0    999.0    221.104    221.104    226.697    227.165    230.2    230.2    0.0  
 1.0    14.0    159.0    159.0    161.0    166.0    -1.0    1.0    1.0    236.557    236.557    237.021    237.353    240.525    240.525    242.392  
 2.0    14.0    159.0    159.0    161.0    166.0    -1.0    -1.0    0.0    236.557    236.557    243.793    244.124    247.296    247.296    248.262  
 1.0    14.0    289.0    329.0    282.0    324.0    -1.0    0.0    999.0    252.03    252.03    252.266    252.598    255.768    255.768    0.0  
 2.0    14.0    289.0    329.0    282.0    324.0    -1.0    0.0    999.0    252.03    252.03    258.338    258.669    261.84    261.84    0.0  
 1.0    14.0    329.0    345.0    320.0    342.0    -1.0    -1.0    0.0    267.247    267.247    267.478    267.809    270.981    270.981    272.382  
 2.0    14.0    329.0    345.0    320.0    342.0    -1.0    -1.0    0.0    267.247    267.247    273.781    274.113    277.284    277.284    278.066  
 1.0    14.0    120.0    155.0    111.0    146.0    1.0    1.0    0.0    283.247    283.247    283.472    283.939    286.975    286.975    288.609  
 2.0    14.0    120.0    155.0    111.0    146.0    1.0    1.0    0.0    283.247    283.247    289.142    289.641    292.643    292.643    293.577  
 1.0    14.0    300.0    322.0    296.0    320.0    -1.0    -1.0    0.0    298.641    298.641    298.873    299.348    302.375    302.375    303.813  
 2.0    14.0    300.0    322.0    296.0    320.0    -1.0    1.0    1.0    298.641    298.641    304.279    304.754    307.78    307.78    308.95  
 1.0    14.0    231.0    220.0    225.0    212.0    1.0    1.0    0.0    314.373    314.373    314.62    314.953    317.996    317.997    318.879  
 2.0    14.0    231.0    220.0    225.0    212.0    1.0    1.0    0.0    314.373    314.373    320.491    320.965    323.986    323.986    325.144  
 1.0    14.0    255.0    257.0    256.0    260.0    -1.0    0.0    999.0    330.088    330.088    330.356    330.838    333.867    333.867    0.0  
 2.0    14.0    255.0    257.0    256.0    260.0    -1.0    0.0    999.0    330.088    330.088    335.525    336.016    339.028    339.028    0.0  
 1.0    14.0    215.0    208.0    206.0    213.0    1.0    0.0    999.0    345.782    345.782    346.026    346.35    349.544    349.544    0.0  
 2.0    14.0    215.0    208.0    206.0    213.0    -1.0    0.0    999.0    345.782    345.782    351.43    351.753    354.948    354.948    0.0  
